rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
766,Howard Schultz,howard-schultz,3.7,69.0,7,United States,Starbucks,Food & Beverage,70.0,"Starbucks, Self Made",10.0,3.0,"Seattle, Washington",United States,Married,2.0,"Bachelor of Arts/Science, Northern Michigan University",1.0,0.0,0.0,0.0,1
766,Richard Schulze,richard-schulze,3.7,82.0,9,United States,Best Buy,Fashion & Retail,82.0,"Best Buy, Self Made",8.0,3.0,"Naples, Florida",United States,"Widowed, Remarried",10.0,"Diploma, High School",0.0,0.0,0.0,0.0,1
766,Yitzhak Tshuva,yitzhak-tshuva,3.7,74.0,8,Israel,Real estate,Real Estate,75.0,"Real estate, Self Made",,,"Netanya, Israel",Israel,Married,5.0,,,,,,1
766,Wang Yanqing & family,wang-yanqing,3.7,56.0,6,China,Electrical equipment,Manufacturing,57.0,"Electrical equipment, Self Made",,,"Wuxi, China",China,Married,,,,,,,1
787,Rajiv Bajaj,rajiv-bajaj,3.6,56.0,6,India,Diversified,Diversified,56.0,Diversified,,,"Pune, India",India,Married,1.0,"Bachelor of Engineering, Pune University; Master of Science in Engineering, The University of Warwick",1.0,1.0,0.0,0.0,0
787,Sanjiv Bajaj,sanjiv-bajaj,3.6,53.0,6,India,Diversified,Diversified,53.0,Diversified,,,"Pune, India",India,Married,2.0,"Master of Business Administration, Harvard Business School; Bachelor of Engineering, Pune University; Master of Science in Engineering, The University of Warwick",1.0,1.0,0.0,0.0,0
787,Leonid Boguslavsky,leonid-boguslavsky,3.6,71.0,8,Canada,Venture capital,Finance & Investments,72.0,"Venture capital, Self Made",,,"Florence, Italy",Canada,Married,4.0,"Master of Science, Moscow Institute for Transport Engineering",0.0,1.0,0.0,0.0,1
787,Jim Coulter,jim-coulter,3.6,63.0,7,United States,Private equity,Finance & Investments,63.0,"Private equity, Self Made",7.0,1.0,"San Francisco, California",United States,Married,3.0,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Stanford University",1.0,1.0,0.0,0.0,1
787,Nicolas D'Ieteren,nicolas-dieteren,3.6,47.0,5,Belgium,"Auto parts, distribution",Automotive,48.0,"Auto parts, distribution",,,"Anzere, Switzerland",Belgium,,,,,,,,0
787,Beatriz Davila de Santo Domingo,beatriz-davila-de-santo-domingo,3.6,84.0,9,Colombia,Beer,Food & Beverage,84.0,Beer,,,Bermuda,Colombia,Widowed,2.0,,,,,,0
787,Bob Gaglardi,bob-gaglardi,3.6,82.0,9,Canada,Hotels,Real Estate,82.0,"Hotels, Self Made",,,"Vancouver, Canada",Canada,Married,4.0,"Bachelor of Engineering, Letourneau College",1.0,0.0,0.0,0.0,1
787,Jaime Gilinski Bacal,jaime-gilinski-bacal,3.6,65.0,7,Colombia,Banking,Finance & Investments,65.0,Banking,,,"London, United Kingdom",Colombia,Married,4.0,"Master of Business Administration, Harvard Business School",0.0,1.0,0.0,0.0,0
787,Pansy Ho,pansy-ho,3.6,60.0,6,Hong Kong,Casinos,Gambling & Casinos,61.0,Casinos,,,"Hong Kong, Hong Kong",Hong Kong,Divorced,,"Bachelor of Arts/Science, University of Santa Clara",1.0,0.0,0.0,0.0,0
787,Alan Howard,alan-howard,3.6,59.0,6,United Kingdom,Hedge funds,Finance & Investments,59.0,"Hedge funds, Self Made",,,"Geneva, Switzerland",United Kingdom,Married,4.0,"Master of Science, Imperial College London",0.0,1.0,0.0,0.0,1
787,Huang Yi,huang-yi,3.6,61.0,7,Hong Kong,Car dealerships,Automotive,61.0,"Car dealerships, Self Made",,,"Beijing, China",Hong Kong,Married,,"Bachelor of Arts/Science, Xiamen University",1.0,0.0,0.0,0.0,1
787,Peter Kellogg,peter-kellogg,3.6,80.0,8,United States,Investments,Finance & Investments,80.0,Investments,4.0,3.0,"Short Hills, New Jersey",United States,Married,3.0,"Bachelor of Arts/Science, Babson College",1.0,0.0,0.0,0.0,0
787,Vyacheslav Kim,vyacheslav-kim,3.6,53.0,6,Kazakhstan,Fintech,Finance & Investments,54.0,"Fintech, Self Made",,,"Almaty, Kazakhstan",Kazakhstan,Single,,,,,,,1
787,Josh Kushner,josh-kushner,3.6,37.0,4,United States,Venture capital,Finance & Investments,38.0,"Venture capital, Self Made",,,"New York City, New York",United States,Married,1.0,"Bachelor of Arts/Science, Harvard; Master of Business Administration, Harvard Business School",1.0,1.0,0.0,0.0,1
787,Samuel Tak Lee,samuel-tak-lee,3.6,83.0,9,Hong Kong,Real estate,Real Estate,84.0,Real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,7.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Massachusetts Institute of Technology",1.0,1.0,0.0,0.0,0
787,Edwin Leong,edwin-leong,3.6,71.0,8,Hong Kong,Real estate,Real Estate,71.0,"Real estate, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,1.0,,,,,,1
787,"Stephen Mandel, Jr.",stephen-mandel-jr,3.6,67.0,7,United States,Hedge funds,Finance & Investments,67.0,"Hedge funds, Self Made",7.0,2.0,"Greenwich, Connecticut",United States,Married,3.0,"Bachelor of Arts/Science, Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",1.0,1.0,0.0,0.0,1
787,Mohamed Mansour,mohamed-mansour,3.6,75.0,8,Egypt,Diversified,Diversified,75.0,"Diversified, Self Made",,,"London, United Kingdom",Egypt,Married,2.0,"Master of Business Administration, Auburn University; Bachelor of Science, North Carolina State University",1.0,1.0,0.0,0.0,1
787,Masahiro Miki,masahiro-miki,3.6,67.0,7,Japan,Shoes,Fashion & Retail,68.0,"shoes, Self Made",,,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Science, Toho Gakuen tanki University",1.0,0.0,0.0,0.0,1
787,Masahiro Noda,masahiro-noda,3.6,84.0,9,Japan,Software,Technology,85.0,"software, Self Made",,,"Tokyo, Japan",Japan,Married,,"Bachelor of Arts/Economics, Kansai University",1.0,0.0,0.0,0.0,1
787,Cliff Obrecht,cliff-obrecht,3.6,37.0,4,Australia,Software,Technology,37.0,"Software, Self Made",,,"Sydney, Australia",Australia,Married,,"Bachelor of Arts/Science, University of Western Australia",1.0,0.0,0.0,0.0,1
787,Melanie Perkins,melanie-perkins,3.6,35.0,4,Australia,Software,Technology,36.0,"Software, Self Made",,,"Sydney, Australia",Australia,Married,,"Drop Out, University of Western Australia",0.0,0.0,0.0,1.0,1
787,J.B. Pritzker,jb-pritzker,3.6,58.0,6,United States,"Hotels, investments",Finance & Investments,58.0,"Hotels, investments",3.0,3.0,"Springfield, Illinois",United States,Married,2.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, Northwestern University",1.0,0.0,0.0,0.0,0
787,Juan Roig,juan-roig,3.6,73.0,8,Spain,Supermarkets,Fashion & Retail,73.0,Supermarkets,,,"Valencia, Spain",Spain,Married,4.0,,,,,,0
787,Jerry Speyer,jerry-speyer,3.6,82.0,9,United States,Real estate,Real Estate,83.0,"Real estate, Self Made",8.0,1.0,"New York, New York",United States,Married,4.0,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University",1.0,1.0,0.0,0.0,1
787,Lawrence Stroll,lawrence-stroll,3.6,63.0,7,Canada,Fashion investments,Fashion & Retail,64.0,"Fashion investments, Self Made",,,"Geneva, Switzerland",Canada,Married,2.0,,,,,,1
787,Tung Chee Chen,tung-chee-chen,3.6,80.0,8,Hong Kong,Shipping,Logistics,80.0,Shipping,,,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,"Master of Science, Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",1.0,1.0,0.0,0.0,0
787,Wang Junlin,wang-junlin,3.6,60.0,6,China,Liquor,Food & Beverage,60.0,"Liquor, Self Made",,,"Chengdu, China",China,Married,,,,,,,1
787,Xia Zuoquan,xia-zuoquan,3.6,61.0,7,China,"Automobiles, batteries",Automotive,61.0,"Automobiles, batteries, Self Made",,,"Shenzhen, China",China,,,,,,,,1
787,Zeng Fangqin,zeng-fangqin,3.6,57.0,6,China,Smartphone components,Technology,57.0,"Smartphone components, Self Made",,,"Shenzhen, China",China,,,,,,,,1
787,Zhang Jian,zhang-jian,3.6,54.0,6,China,"Electric bikes, scooters",Manufacturing,54.0,"Electric bikes, scooters, Self Made",,,"Tianjin, China",China,Married,,,,,,,1
818,Rocco Basilico,rocco-basilico-1,3.5,33.0,4,Italy,Eyeglasses,Fashion & Retail,34.0,Eyeglasses,,,"Los Angeles, California",Italy,,,"Bachelor of Arts/Economics, Catholic University of the Sacred Heart",1.0,0.0,0.0,0.0,0
818,Maurizio Billi,maurizio-billi,3.5,65.0,7,Brazil,Generic drugs,Healthcare,65.0,Generic drugs,,,"Sao Paulo, Brazil",Brazil,Married,,,,,,,0
818,Fashu Chen,fashu-chen,3.5,62.0,7,China,Investments,Finance & Investments,62.0,"Investments, Self Made",,,"Fuzhou, China",China,Married,4.0,China Europe International Business School,0.0,0.0,0.0,0.0,1
818,Giuseppe Crippa & family,giuseppe-crippa,3.5,87.0,9,Italy,Microchip testing,Manufacturing,88.0,"Microchip testing, Self Made",,,"Cernusco Lombardone, Italy",Italy,Married,3.0,,,,,,1
818,Daniel D'Aniello,daniel-daniello,3.5,76.0,8,United States,Private equity,Finance & Investments,76.0,"Private equity, Self Made",10.0,3.0,"Vienna, Virginia",United States,Married,2.0,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Syracuse University",1.0,1.0,0.0,0.0,1
818,Claudio Del Vecchio,claudio-del-vecchio,3.5,66.0,7,Italy,Eyeglasses,Fashion & Retail,66.0,Eyeglasses,,,"Muttontown, New York",Italy,Married,3.0,,,,,,0
818,Clemente Del Vecchio,clemente-del-vecchio,3.5,18.0,2,Italy,Eyeglases,Fashion & Retail,19.0,Eyeglases,,,"Milan, Italy",Italy,,,,,,,,0
818,Leonardo Maria Del Vecchio,leonardo-maria-del-vecchio,3.5,27.0,3,Italy,Eyeglasses,Fashion & Retail,28.0,Eyeglasses,,,"Milan, Italy",Italy,,,"Bachelor of Business Administration, Bocconi Univerisity",1.0,0.0,0.0,0.0,0
818,Luca Del Vecchio,luca-del-vecchio,3.5,21.0,3,Italy,Eyeglasses,Fashion & Retail,21.0,Eyeglasses,,,"Milan, Italy",Italy,,,,,,,,0
818,Marisa Del Vecchio,marisa-del-vecchio,3.5,64.0,7,Italy,Eyeglasses,Fashion & Retail,65.0,Eyeglasses,,,"Rome, Italy",Italy,,,,,,,,0
818,Paola Del Vecchio,paola-del-vecchio,3.5,61.0,7,Italy,Eyeglasses,Fashion & Retail,62.0,Eyeglasses,,,"Luxembourg, Luxembourg",Italy,Married,3.0,,,,,,0
818,Walter P.J. Droege,walter-pj-droege,3.5,70.0,7,Germany,Investing,Finance & Investments,70.0,"Investing, Self Made",,,"Dusseldorf, Germany",Germany,Married,,,,,,,1
818,Fan Daidi,fan-daidi,3.5,57.0,6,China,Skincare,Fashion & Retail,57.0,"Skincare, Self Made",,,"Xian, China",China,Married,,,,,,,1
818,Peter Gassner,peter-gassner,3.5,58.0,6,United States,Software,Technology,58.0,"Software, Self Made",8.0,,"Pleasanton, California",United States,Married,2.0,"Bachelor of Science, Oregon State University",1.0,0.0,0.0,0.0,1
818,Mikhail Gutseriev,mikhail-gutseriev,3.5,65.0,7,Russia,"Oil, coal, real estate",Energy,65.0,"Oil, coal, real estate, Self Made",,,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kazakh Technological Institute",1.0,0.0,0.0,0.0,1
818,Patrick Lee,patrick-lee,3.5,81.0,9,Hong Kong,Paper,Manufacturing,81.0,"Paper, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,5.0,,,,,,1
818,Leng Youbin,leng-youbin,3.5,54.0,6,China,Infant formula,Food & Beverage,54.0,"Infant formula, Self Made",,,"Beijing, China",China,,,"Bachelor of Arts/Science, Northeast Agriculture University; EMBA, Peking University",1.0,0.0,0.0,0.0,1
818,Daniel Loeb,daniel-loeb,3.5,61.0,7,United States,Hedge funds,Finance & Investments,61.0,"Hedge funds, Self Made",7.0,2.0,"New York, New York",United States,Married,,"Bachelor of Arts/Science, Columbia University",1.0,0.0,0.0,0.0,1
818,Margarita Louis-Dreyfus & family,margarita-louis-dreyfus,3.5,60.0,6,Switzerland,Commodities,Food & Beverage,61.0,Commodities,,,"Davos, Switzerland",Switzerland,Widowed,3.0,,,,,,0
818,Prasert Prasarttong-Osoth,prasert-prasarttong-osoth,3.5,90.0,9,Thailand,Hospitals,Healthcare,90.0,"hospitals, airline, Self Made",,,"Bangkok, Thailand",Thailand,Married,5.0,,,,,,1
818,Ira Rennert,ira-rennert,3.5,88.0,9,United States,Investments,Finance & Investments,89.0,"Investments, Self Made",8.0,2.0,"New York, New York",United States,Married,3.0,"Bachelor of Arts/Science, Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",1.0,1.0,0.0,0.0,1
818,Dirk Rossmann & family,dirk-rossmann,3.5,76.0,8,Germany,Drugstores,Fashion & Retail,76.0,"Drugstores, Self Made",,,"Lower-Saxony, Germany",Germany,Married,2.0,,,,,,1
818,Arkady Rotenberg,arkady-rotenberg,3.5,71.0,8,Russia,"Construction, pipes, banking",Construction & Engineering,71.0,"Construction, pipes, banking, Self Made",,,"Moscow, Russia",Russia,Divorced,5.0,"Master of Arts/Science, Leningrad Institute of Physical Culture",0.0,1.0,0.0,0.0,1
818,Remo Ruffini,remo-ruffini,3.5,61.0,7,Italy,Winter jackets,Fashion & Retail,62.0,"Winter jackets, Self Made",,,"Como, Italy",Italy,Married,2.0,,,,,,1
818,Karin Sartorius-Herbst,karin-sartorius-herbst,3.5,,0,Germany,Biopharmaceuticals,Healthcare,,Biopharmaceuticals,,,"Northeim, Germany",Germany,,,,,,,,0
818,Vivek Chaand Sehgal,vivek-chaand-sehgal,3.5,66.0,7,Australia,Auto parts,Automotive,66.0,"Auto parts, Self Made",,,"Delhi, India",Australia,Married,2.0,"Bachelor of Arts/Science, Delhi University",1.0,0.0,0.0,0.0,1
818,Scott Shleifer,scott-shleifer,3.5,45.0,5,United States,Private equity,Finance & Investments,46.0,"Private equity, Self Made",,,,,,,,,,,,1
818,Thomas Siebel,thomas-siebel,3.5,70.0,7,United States,Business software,Technology,70.0,"Business software, Self Made",8.0,4.0,"Woodside, California",United States,Married,4.0,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",1.0,1.0,0.0,0.0,1
818,Wim van der Leegte & family,wim-van-der-leegte,3.5,75.0,8,Netherlands,Manufacturing,Manufacturing,76.0,Manufacturing,,,"Eindhoven, Netherlands",Netherlands,Married,3.0,,,,,,0
818,Xiao Yongming & family,xiao-yongming,3.5,58.0,6,China,Fertilizer,Diversified,59.0,"Fertilizer, Self Made",,,"Beijing, China",China,Married,,,,,,,1
818,Michael Xie,michael-xie,3.5,54.0,6,United States,Cybersecurity,Technology,54.0,"Cybersecurity, Self Made",8.0,1.0,"Los Altos Hills, California",United States,Married,,"Bachelor of Arts/Science, Tsinghua University; Master of Science, Tsinghua University; Master of Science, University of Manitoba",1.0,1.0,0.0,0.0,1
818,Yang Shaopeng,yang-shaopeng,3.5,65.0,7,China,Shipping,Logistics,65.0,"Shipping, Self Made",,,"Qingdao, China",China,,,"Master of Business Administration, Asia Macau International Open University",0.0,1.0,0.0,0.0,1
818,Nicoletta Zampillo,nicoletta-zampillo,3.5,65.0,7,Italy,Eyeglasses,Fashion & Retail,65.0,Eyeglasses,,,"Monaco, Monaco",Italy,Widowed,3.0,,,,,,0
818,Barry Zekelman,barry-zekelman,3.5,56.0,6,Canada,Steel,Manufacturing,56.0,Steel,,,"Windsor, Canada",Canada,,,"Drop Out, York University",0.0,0.0,0.0,1.0,0
852,William Ackman,william-ackman,3.4,56.0,6,United States,Hedge funds,Finance & Investments,57.0,"Hedge funds, Self Made",7.0,4.0,"New York, New York",United States,Married,3.0,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard University",1.0,1.0,0.0,0.0,1
852,Somphote Ahunai,somphote-ahunai,3.4,55.0,6,Thailand,Renewable energy,Energy,56.0,"Renewable energy, Self Made",,,"Bangkok, Thailand",Thailand,Married,3.0,"Master of Business Administration, Joseph M. Katz Graduate School of Business",0.0,1.0,0.0,0.0,1
852,Igor Altushkin,igor-altushkin,3.4,52.0,6,Russia,Metals,Metals & Mining,52.0,"Metals, Self Made",,,"Yekaterinburg, Russia",Russia,Married,6.0,"Bachelor of Arts/Science, Ekaterinburg Institute of Economics",1.0,0.0,0.0,0.0,1
852,Ramon Ang,ramon-ang,3.4,69.0,7,Philippines,Diversified,Food & Beverage,69.0,"Diversified, Self Made",,,"Manila, Philippines",Philippines,Married,8.0,"Bachelor of Engineering, Far Eastern University",1.0,0.0,0.0,0.0,1
852,Acharya Balkrishna,acharya-balkrishna,3.4,50.0,5,India,Consumer goods,Food & Beverage,51.0,"Consumer goods, Self Made",,,"Haridwar, India",India,Single,,,,,,,1
852,Markus Blocher,markus-blocher,3.4,52.0,6,Switzerland,Chemicals,Manufacturing,52.0,Chemicals,,,"Wilen bei Wollerau, Switzerland",Switzerland,Married,7.0,,,,,,0
852,Richard Branson,richard-branson,3.4,72.0,8,United Kingdom,Virgin,Diversified,73.0,"Virgin, Self Made",,,"Necker Island, British Virgin Islands",United Kingdom,Married,2.0,"Drop Out, High School",0.0,0.0,0.0,1.0,1
852,Cho Jung-ho,cho-jung-ho,3.4,64.0,7,South Korea,Finance,Finance & Investments,64.0,Finance,,,"Seoul, South Korea",South Korea,Married,3.0,"Master of Business Administration, IMD; Bachelor of Arts/Science, University of Southern California",1.0,1.0,0.0,0.0,0
852,Alessandra Garavoglia,alessandra-garavoglia,3.4,63.0,7,Italy,Spirits,Food & Beverage,63.0,Spirits,,,"Milan, Italy",Italy,,,"Bachelor of Social Sciences, University of Milan",1.0,0.0,0.0,0.0,0
852,Laurence Graff & family,laurence-graff,3.4,84.0,9,United Kingdom,Diamond jewelry,Fashion & Retail,85.0,"Diamond jewelry, Self Made",,,"Gstaad, Switzerland",United Kingdom,Divorced,5.0,,,,,,1
852,"Amos Hostetter, Jr.",amos-hostetter-jr,3.4,86.0,9,United States,Cable television,Media & Entertainment,86.0,"Cable television, Self Made",7.0,5.0,"Boston, Massachusetts",United States,Married,3.0,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",1.0,1.0,0.0,0.0,1
852,Robert Johnson,robert-johnson-3,3.4,75.0,8,United States,"Johnson & Johnson, sports",Sports,76.0,"Johnson & Johnson, sports",4.0,,"Palm Beach, Florida",United States,Married,5.0,,,,,,0
852,Steven Klinsky,steven-klinsky,3.4,66.0,7,United States,Investments,Finance & Investments,67.0,"Investments, Self Made",7.0,,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Doctor of Jurisprudence, Harvard Law School; Bachelor of Arts/Economics, University of Michigan, Ann Arbor",1.0,1.0,0.0,0.0,1
852,William Lauder,william-lauder,3.4,62.0,7,United States,Estee Lauder,Fashion & Retail,63.0,Estee Lauder,4.0,,"New York, New York",United States,Divorced,,"Bachelor of Arts/Science, University of Pennsylvania",1.0,0.0,0.0,0.0,0
852,John Middleton,john-middleton,3.4,68.0,7,United States,Tobacco,Food & Beverage,68.0,Tobacco,5.0,2.0,"Bryn Mawr, Pennsylvania",United States,Married,2.0,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard University",1.0,1.0,0.0,0.0,0
852,Hiroshi Mikitani,hiroshi-mikitani,3.4,58.0,6,Japan,Online retail,Fashion & Retail,58.0,"online retail, Self Made",,,"Tokyo, Japan",Japan,Married,2.0,"Master of Business Administration, Harvard University",0.0,1.0,0.0,0.0,1
852,Bob Parsons,bob-parsons,3.4,72.0,8,United States,Web hosting,Technology,72.0,"Web hosting, Self Made",10.0,3.0,"Scottsdale, Arizona",United States,Married,,"Bachelor of Arts/Science, University of Baltimore",1.0,0.0,0.0,0.0,1
852,J. Joe Ricketts & family,j-joe-ricketts,3.4,81.0,9,United States,TD Ameritrade,Finance & Investments,82.0,"TD Ameritrade, Self Made",10.0,3.0,"Little Jackson Hole, Wyoming",United States,Married,4.0,"Bachelor of Arts/Science, Creighton University",1.0,0.0,0.0,0.0,1
852,Herb Simon,herb-simon,3.4,88.0,9,United States,Real estate,Real Estate,88.0,"Real estate, Self Made",9.0,2.0,"Indianapolis, Indiana",United States,Married,8.0,"Bachelor of Arts/Science, City College of New York",1.0,0.0,0.0,0.0,1
852,Leena Tewari,leena-tewari,3.4,65.0,7,India,Pharmaceuticals,Healthcare,65.0,Pharmaceuticals,,,"Mumbai, India",India,Married,2.0,"Master of Business Administration, Boston University; B.Com, University of Mumbai",0.0,1.0,0.0,0.0,0
852,Stefan von Holtzbrinck,stefan-von-holtzbrinck,3.4,59.0,6,Germany,Publishing,Media & Entertainment,60.0,Publishing,,,"Stuttgart, Germany",Germany,,,"Diploma, University of Munich",0.0,0.0,0.0,0.0,0
852,Hans Peter Wild,hans-peter-wild,3.4,81.0,9,Switzerland,Flavorings,Food & Beverage,82.0,Flavorings,,,"Zug, Switzerland",Switzerland,Divorced,2.0,,,,,,0
